Order ID,Customer,Region,Channel,Amount,Activity,Timestamp,Order Status,Resource
SO-2026-0096,Wayne Enterprises,Americas,Partner,1327.25,Receive Payment,2026-02-17T14:16:23Z,Paid,Billing System
SO-2026-0132,Vandelay Co,APAC,Partner,12918.04,Receive Order,2026-02-17T14:56:19Z,Received,Nadia Rahman
SO-2026-0131,Umbrella Group,EMEA,Partner,35239.53,Run Credit Check,2026-02-17T15:13:19Z,Credit Check,Credit Desk
SO-2026-0129,Hooli Inc,EMEA,Partner,38741.88,Run Credit Check,2026-02-17T15:31:00Z,Credit Check,Credit Desk
SO-2026-0088,Vandelay Co,APAC,Direct,9258.65,Receive Payment,2026-02-17T15:36:26Z,Paid,Billing System
SO-2026-0133,Acme Retail,Americas,Direct,41327.08,Receive Order,2026-02-17T16:00:39Z,Received,Luis Ortega
SO-2026-0052,Wayne Enterprises,EMEA,Web,21308.45,Receive Payment,2026-02-17T17:11:31Z,Paid,Billing System
SO-2026-0122,Globex Stores,APAC,Partner,13957.40,Fulfil Order,2026-02-17T18:00:26Z,Fulfilled,Fulfilment Centre
SO-2026-0130,Soylent Foods,EMEA,Partner,26083.56,Run Credit Check,2026-02-17T18:10:30Z,Credit Check,Credit Desk
SO-2026-0127,Vandelay Co,APAC,Partner,19328.88,Ship Goods,2026-02-17T18:29:31Z,Fulfilled,Fulfilment Centre
SO-2026-0107,Wayne Enterprises,EMEA,Web,9292.57,Fulfil Order,2026-02-17T18:37:55Z,Fulfilled,Fulfilment Centre
SO-2026-0114,Stark Traders,APAC,Web,12611.23,Fulfil Order,2026-02-17T19:35:19Z,Fulfilled,Fulfilment Centre
SO-2026-0124,Globex Stores,APAC,Partner,29757.28,Fulfil Order,2026-02-17T19:56:52Z,Fulfilled,Fulfilment Centre
SO-2026-0074,Soylent Foods,APAC,Direct,26512.34,Receive Payment,2026-02-17T19:58:18Z,Paid,Billing System
SO-2026-0097,Vandelay Co,EMEA,Direct,15769.32,Invoice Customer,2026-02-17T20:45:25Z,Invoiced,Billing System
SO-2026-0066,Soylent Foods,Americas,Web,3909.18,Receive Payment,2026-02-17T20:51:19Z,Paid,Billing System
SO-2026-0131,Umbrella Group,EMEA,Partner,21575.92,Place On Credit Hold,2026-02-17T21:11:19Z,On Credit Hold,Credit Desk
SO-2026-0102,Initech Ltd,EMEA,Partner,28142.68,Fulfil Order,2026-02-17T21:17:13Z,Fulfilled,Fulfilment Centre
SO-2026-0127,Vandelay Co,APAC,Partner,2367.02,Invoice Customer,2026-02-17T21:31:31Z,Invoiced,Billing System
SO-2026-0098,Stark Traders,EMEA,Web,9386.88,Fulfil Order,2026-02-17T21:34:56Z,Fulfilled,Fulfilment Centre
SO-2026-0119,Globex Stores,EMEA,Direct,15029.27,Release Credit Hold,2026-02-17T21:56:09Z,Approved,Credit Desk
SO-2026-0116,Acme Retail,APAC,Direct,11519.03,Release Credit Hold,2026-02-17T22:01:18Z,Approved,Credit Desk
SO-2026-0132,Vandelay Co,APAC,Partner,32401.62,Run Credit Check,2026-02-17T22:15:19Z,Credit Check,Credit Desk
SO-2026-0122,Globex Stores,APAC,Partner,7782.09,Invoice Customer,2026-02-17T22:38:26Z,Invoiced,Billing System
SO-2026-0133,Acme Retail,Americas,Direct,9125.82,Run Credit Check,2026-02-18T00:30:39Z,Credit Check,Credit Desk
SO-2026-0046,Hooli Inc,EMEA,Web,44275.39,Receive Payment,2026-02-18T01:19:33Z,Paid,Billing System
SO-2026-0123,Hooli Inc,Americas,Web,32265.85,Fulfil Order,2026-02-18T03:02:21Z,Fulfilled,Fulfilment Centre
SO-2026-0129,Hooli Inc,EMEA,Partner,16923.65,Place On Credit Hold,2026-02-18T03:29:00Z,On Credit Hold,Credit Desk
SO-2026-0133,Acme Retail,Americas,Direct,31024.89,Approve Order,2026-02-18T05:57:39Z,Approved,Order Desk
SO-2026-0131,Umbrella Group,EMEA,Partner,18159.86,Release Credit Hold,2026-02-18T06:25:19Z,Approved,Credit Desk
SO-2026-0130,Soylent Foods,EMEA,Partner,8765.64,Place On Credit Hold,2026-02-18T06:26:30Z,On Credit Hold,Credit Desk
SO-2026-0107,Wayne Enterprises,EMEA,Web,18894.45,Invoice Customer,2026-02-18T06:49:55Z,Invoiced,Billing System
SO-2026-0132,Vandelay Co,APAC,Partner,15429.99,Place On Credit Hold,2026-02-18T06:56:19Z,On Credit Hold,Credit Desk
SO-2026-0059,Wayne Enterprises,Americas,Direct,12862.41,Receive Payment,2026-02-18T07:57:23Z,Paid,Billing System
SO-2026-0086,Wayne Enterprises,EMEA,Partner,2220.21,Receive Payment,2026-02-18T08:11:24Z,Paid,Billing System
SO-2026-0062,Wonka Brands,APAC,Direct,38508.09,Receive Payment,2026-02-18T08:11:31Z,Paid,Billing System
SO-2026-0102,Initech Ltd,EMEA,Partner,5953.81,Invoice Customer,2026-02-18T08:33:13Z,Invoiced,Billing System
SO-2026-0064,Wayne Enterprises,Americas,Partner,5278.63,Receive Payment,2026-02-18T09:47:45Z,Paid,Billing System
SO-2026-0117,Globex Stores,APAC,Partner,39672.86,Fulfil Order,2026-02-18T09:51:51Z,Fulfilled,Fulfilment Centre
SO-2026-0134,Stark Traders,APAC,Partner,38314.51,Receive Order,2026-02-18T09:54:45Z,Received,Priya Nair
SO-2026-0124,Globex Stores,APAC,Partner,8849.78,Invoice Customer,2026-02-18T09:55:52Z,Invoiced,Billing System
SO-2026-0120,Wonka Brands,APAC,Web,17294.82,Fulfil Order,2026-02-18T10:18:58Z,Fulfilled,Fulfilment Centre
SO-2026-0135,Umbrella Group,Americas,Direct,1099.44,Receive Order,2026-02-18T10:32:09Z,Received,Nadia Rahman
SO-2026-0098,Stark Traders,EMEA,Web,9773.44,Invoice Customer,2026-02-18T10:34:56Z,Invoiced,Billing System
SO-2026-0114,Stark Traders,APAC,Web,39784.26,Invoice Customer,2026-02-18T11:28:19Z,Invoiced,Billing System
SO-2026-0132,Vandelay Co,APAC,Partner,26955.54,Release Credit Hold,2026-02-18T11:39:19Z,Approved,Credit Desk
SO-2026-0043,Stark Traders,EMEA,Direct,19559.20,Receive Payment,2026-02-18T12:53:16Z,Paid,Billing System
SO-2026-0136,Wayne Enterprises,APAC,Direct,20778.20,Receive Order,2026-02-18T12:57:42Z,Received,Priya Nair
SO-2026-0137,Globex Stores,EMEA,Partner,17047.71,Receive Order,2026-02-18T13:06:52Z,Received,Luis Ortega
SO-2026-0072,Hooli Inc,EMEA,Web,22098.65,Receive Payment,2026-02-18T13:46:11Z,Paid,Billing System
SO-2026-0061,Umbrella Group,EMEA,Partner,13863.58,Receive Payment,2026-02-18T15:30:47Z,Paid,Billing System
SO-2026-0138,Initech Ltd,Americas,Partner,19280.67,Receive Order,2026-02-18T16:38:46Z,Received,Tom Becker
SO-2026-0134,Stark Traders,APAC,Partner,9095.99,Run Credit Check,2026-02-18T16:40:45Z,Credit Check,Credit Desk
SO-2026-0136,Wayne Enterprises,APAC,Direct,34905.47,Run Credit Check,2026-02-18T16:46:42Z,Credit Check,Credit Desk
SO-2026-0135,Umbrella Group,Americas,Direct,37878.65,Run Credit Check,2026-02-18T17:40:09Z,Credit Check,Credit Desk
SO-2026-0137,Globex Stores,EMEA,Partner,44071.82,Run Credit Check,2026-02-18T18:05:52Z,Credit Check,Credit Desk
SO-2026-0045,Globex Stores,EMEA,Web,1894.09,Receive Payment,2026-02-18T18:21:25Z,Paid,Billing System
SO-2026-0115,Initech Ltd,EMEA,Web,10520.61,Release Credit Hold,2026-02-18T18:23:17Z,Approved,Credit Desk
SO-2026-0136,Wayne Enterprises,APAC,Direct,22137.72,Place On Credit Hold,2026-02-18T18:44:42Z,On Credit Hold,Credit Desk
SO-2026-0117,Globex Stores,APAC,Partner,43781.38,Invoice Customer,2026-02-18T18:58:51Z,Invoiced,Billing System
SO-2026-0120,Wonka Brands,APAC,Web,32724.18,Invoice Customer,2026-02-18T19:09:58Z,Invoiced,Billing System
SO-2026-0121,Acme Retail,APAC,Partner,38271.60,Fulfil Order,2026-02-18T19:42:35Z,Fulfilled,Fulfilment Centre
SO-2026-0118,Wonka Brands,Americas,Direct,38409.44,Release Credit Hold,2026-02-18T20:10:49Z,Approved,Credit Desk
SO-2026-0123,Hooli Inc,Americas,Web,18527.97,Invoice Customer,2026-02-18T20:50:21Z,Invoiced,Billing System
SO-2026-0110,Stark Traders,Americas,Partner,7012.25,Receive Payment,2026-02-18T21:56:23Z,Paid,Billing System
SO-2026-0138,Initech Ltd,Americas,Partner,35072.97,Run Credit Check,2026-02-18T22:24:46Z,Credit Check,Credit Desk
SO-2026-0130,Soylent Foods,EMEA,Partner,21900.36,Cancel Order,2026-02-18T23:52:30Z,Cancelled,Nadia Rahman
SO-2026-0134,Stark Traders,APAC,Partner,33646.50,Approve Order,2026-02-19T00:29:45Z,Approved,Order Desk
SO-2026-0053,Stark Traders,APAC,Web,10295.19,Receive Payment,2026-02-19T02:09:01Z,Paid,Billing System
SO-2026-0127,Vandelay Co,APAC,Partner,19199.69,Receive Payment,2026-02-19T02:44:31Z,Paid,Billing System
SO-2026-0121,Acme Retail,APAC,Partner,34899.49,Invoice Customer,2026-02-19T03:48:35Z,Invoiced,Billing System
SO-2026-0135,Umbrella Group,Americas,Direct,36992.20,Approve Order,2026-02-19T04:16:09Z,Approved,Order Desk
SO-2026-0122,Globex Stores,APAC,Partner,34323.06,Receive Payment,2026-02-19T04:32:26Z,Paid,Billing System
SO-2026-0137,Globex Stores,EMEA,Partner,35190.77,Approve Order,2026-02-19T05:11:52Z,Approved,Order Desk
SO-2026-0125,Globex Stores,APAC,Direct,20885.37,Fulfil Order,2026-02-19T06:04:36Z,Fulfilled,Fulfilment Centre
SO-2026-0111,Wayne Enterprises,APAC,Partner,19919.06,Receive Payment,2026-02-19T07:14:18Z,Paid,Billing System
SO-2026-0128,Acme Retail,EMEA,Partner,45920.22,Fulfil Order,2026-02-19T08:19:46Z,Fulfilled,Fulfilment Centre
SO-2026-0139,Wonka Brands,APAC,Web,9263.77,Receive Order,2026-02-19T08:40:47Z,Received,Luis Ortega
SO-2026-0125,Globex Stores,APAC,Direct,23763.14,Invoice Customer,2026-02-19T09:58:36Z,Invoiced,Billing System
SO-2026-0138,Initech Ltd,Americas,Partner,25594.49,Place On Credit Hold,2026-02-19T09:58:46Z,On Credit Hold,Credit Desk
SO-2026-0131,Umbrella Group,EMEA,Partner,10875.17,Fulfil Order,2026-02-19T10:28:19Z,Fulfilled,Fulfilment Centre
SO-2026-0140,Initech Ltd,APAC,Web,18859.70,Receive Order,2026-02-19T11:09:27Z,Received,Tom Becker
SO-2026-0116,Acme Retail,APAC,Direct,32595.11,Fulfil Order,2026-02-19T11:12:18Z,Fulfilled,Fulfilment Centre
SO-2026-0132,Vandelay Co,APAC,Partner,30529.95,Fulfil Order,2026-02-19T11:13:19Z,Fulfilled,Fulfilment Centre
SO-2026-0141,Wayne Enterprises,Americas,Partner,22496.85,Receive Order,2026-02-19T11:33:14Z,Received,Priya Nair
SO-2026-0142,Hooli Inc,APAC,Partner,243.42,Receive Order,2026-02-19T11:46:10Z,Received,Nadia Rahman
SO-2026-0093,Initech Ltd,Americas,Partner,24009.42,Receive Payment,2026-02-19T11:58:45Z,Paid,Billing System
SO-2026-0136,Wayne Enterprises,APAC,Direct,33955.57,Cancel Order,2026-02-19T12:34:42Z,Cancelled,Priya Nair
SO-2026-0132,Vandelay Co,APAC,Partner,37789.99,Invoice Customer,2026-02-19T12:38:19Z,Invoiced,Billing System
SO-2026-0143,Acme Retail,Americas,Partner,40316.75,Receive Order,2026-02-19T12:47:50Z,Received,Nadia Rahman
SO-2026-0133,Acme Retail,Americas,Direct,26896.95,Fulfil Order,2026-02-19T13:20:39Z,Fulfilled,Fulfilment Centre
SO-2026-0141,Wayne Enterprises,Americas,Partner,41074.15,Approve Order,2026-02-19T13:40:14Z,Approved,Order Desk
SO-2026-0118,Wonka Brands,Americas,Direct,7450.17,Fulfil Order,2026-02-19T13:41:49Z,Fulfilled,Fulfilment Centre
SO-2026-0144,Initech Ltd,EMEA,Partner,34850.08,Receive Order,2026-02-19T13:49:19Z,Received,Nadia Rahman
SO-2026-0131,Umbrella Group,EMEA,Partner,17926.80,Invoice Customer,2026-02-19T14:06:19Z,Invoiced,Billing System
SO-2026-0134,Stark Traders,APAC,Partner,40913.55,Fulfil Order,2026-02-19T14:13:45Z,Fulfilled,Fulfilment Centre
SO-2026-0139,Wonka Brands,APAC,Web,45963.57,Run Credit Check,2026-02-19T14:23:47Z,Credit Check,Credit Desk
SO-2026-0145,Stark Traders,Americas,Partner,13204.54,Receive Order,2026-02-19T14:24:43Z,Received,Tom Becker
SO-2026-0146,Initech Ltd,EMEA,Direct,24517.18,Receive Order,2026-02-19T14:31:59Z,Received,Nadia Rahman
SO-2026-0147,Globex Stores,APAC,Partner,28148.07,Receive Order,2026-02-19T14:50:17Z,Received,Nadia Rahman
SO-2026-0139,Wonka Brands,APAC,Web,22257.64,Approve Order,2026-02-19T16:02:47Z,Approved,Order Desk
SO-2026-0145,Stark Traders,Americas,Partner,3273.98,Run Credit Check,2026-02-19T16:53:43Z,Credit Check,Credit Desk
SO-2026-0144,Initech Ltd,EMEA,Partner,42954.43,Run Credit Check,2026-02-19T17:01:19Z,Credit Check,Credit Desk
SO-2026-0129,Hooli Inc,EMEA,Partner,2311.64,Release Credit Hold,2026-02-19T17:44:00Z,Approved,Credit Desk
SO-2026-0138,Initech Ltd,Americas,Partner,19572.09,Cancel Order,2026-02-19T17:44:46Z,Cancelled,Tom Becker
SO-2026-0143,Acme Retail,Americas,Partner,22560.00,Run Credit Check,2026-02-19T17:59:50Z,Credit Check,Credit Desk
SO-2026-0142,Hooli Inc,APAC,Partner,16680.99,Approve Order,2026-02-19T18:23:10Z,Approved,Order Desk
SO-2026-0140,Initech Ltd,APAC,Web,12884.01,Run Credit Check,2026-02-19T20:06:27Z,Credit Check,Credit Desk
SO-2026-0118,Wonka Brands,Americas,Direct,32640.79,Invoice Customer,2026-02-19T20:43:49Z,Invoiced,Billing System
SO-2026-0063,Umbrella Group,EMEA,Partner,20685.85,Receive Payment,2026-02-19T21:05:07Z,Paid,Billing System
SO-2026-0105,Stark Traders,APAC,Partner,9516.36,Receive Payment,2026-02-19T21:33:23Z,Paid,Billing System
SO-2026-0146,Initech Ltd,EMEA,Direct,24628.11,Run Credit Check,2026-02-19T21:48:59Z,Credit Check,Credit Desk
SO-2026-0143,Acme Retail,Americas,Partner,26282.88,Place On Credit Hold,2026-02-19T22:21:50Z,On Credit Hold,Credit Desk
SO-2026-0087,Initech Ltd,APAC,Partner,3388.59,Receive Payment,2026-02-19T22:55:20Z,Paid,Billing System
SO-2026-0147,Globex Stores,APAC,Partner,17161.87,Approve Order,2026-02-20T00:06:17Z,Approved,Order Desk
SO-2026-0075,Initech Ltd,Americas,Partner,34390.44,Receive Payment,2026-02-20T00:48:26Z,Paid,Billing System
SO-2026-0134,Stark Traders,APAC,Partner,32760.05,Invoice Customer,2026-02-20T00:56:45Z,Invoiced,Billing System
SO-2026-0091,Wayne Enterprises,Americas,Web,3348.85,Receive Payment,2026-02-20T02:27:26Z,Paid,Billing System
SO-2026-0128,Acme Retail,EMEA,Partner,3026.05,Invoice Customer,2026-02-20T02:31:46Z,Invoiced,Billing System
SO-2026-0102,Initech Ltd,EMEA,Partner,4412.95,Receive Payment,2026-02-20T02:40:13Z,Paid,Billing System
SO-2026-0145,Stark Traders,Americas,Partner,1806.90,Approve Order,2026-02-20T03:23:43Z,Approved,Order Desk
SO-2026-0057,Wayne Enterprises,EMEA,Partner,26307.53,Receive Payment,2026-02-20T03:58:52Z,Paid,Billing System
SO-2026-0144,Initech Ltd,EMEA,Partner,31763.42,Approve Order,2026-02-20T04:12:19Z,Approved,Order Desk
SO-2026-0099,Hooli Inc,APAC,Direct,46504.11,Receive Payment,2026-02-20T04:53:32Z,Paid,Billing System
SO-2026-0097,Vandelay Co,EMEA,Direct,46174.21,Receive Payment,2026-02-20T05:13:25Z,Paid,Billing System
SO-2026-0143,Acme Retail,Americas,Partner,45410.08,Release Credit Hold,2026-02-20T06:42:50Z,Approved,Credit Desk
SO-2026-0116,Acme Retail,APAC,Direct,31502.34,Invoice Customer,2026-02-20T06:48:18Z,Invoiced,Billing System
SO-2026-0135,Umbrella Group,Americas,Direct,31854.57,Fulfil Order,2026-02-20T06:58:09Z,Fulfilled,Fulfilment Centre
SO-2026-0121,Acme Retail,APAC,Partner,11233.55,Raise Dispute,2026-02-20T09:54:35Z,Disputed,Luis Ortega
SO-2026-0133,Acme Retail,Americas,Direct,20110.64,Invoice Customer,2026-02-20T10:20:39Z,Invoiced,Billing System
SO-2026-0148,Acme Retail,Americas,Direct,13284.11,Receive Order,2026-02-20T10:43:23Z,Received,Nadia Rahman
SO-2026-0149,Wayne Enterprises,APAC,Partner,45182.87,Receive Order,2026-02-20T11:38:47Z,Received,Priya Nair
SO-2026-0082,Vandelay Co,Americas,Direct,4575.46,Receive Payment,2026-02-20T13:29:27Z,Paid,Billing System
SO-2026-0150,Vandelay Co,APAC,Partner,11740.66,Receive Order,2026-02-20T13:53:02Z,Received,Priya Nair
SO-2026-0148,Acme Retail,Americas,Direct,9911.64,Run Credit Check,2026-02-20T15:08:23Z,Credit Check,Credit Desk
SO-2026-0150,Vandelay Co,APAC,Partner,6847.05,Run Credit Check,2026-02-20T15:12:02Z,Credit Check,Credit Desk
SO-2026-0149,Wayne Enterprises,APAC,Partner,20327.70,Run Credit Check,2026-02-20T15:25:47Z,Credit Check,Credit Desk
SO-2026-0151,Wonka Brands,EMEA,Partner,4059.10,Receive Order,2026-02-20T15:32:49Z,Received,Tom Becker
SO-2026-0152,Soylent Foods,APAC,Partner,43513.78,Receive Order,2026-02-20T15:37:28Z,Received,Tom Becker
SO-2026-0148,Acme Retail,Americas,Direct,36344.43,Approve Order,2026-02-20T16:37:23Z,Approved,Order Desk
SO-2026-0120,Wonka Brands,APAC,Web,28269.39,Raise Dispute,2026-02-20T17:54:58Z,Disputed,Priya Nair
SO-2026-0115,Initech Ltd,EMEA,Web,22356.55,Fulfil Order,2026-02-20T19:22:17Z,Fulfilled,Fulfilment Centre
SO-2026-0152,Soylent Foods,APAC,Partner,46815.14,Run Credit Check,2026-02-20T19:34:28Z,Credit Check,Credit Desk
SO-2026-0143,Acme Retail,Americas,Partner,9539.05,Fulfil Order,2026-02-20T19:58:50Z,Fulfilled,Fulfilment Centre
SO-2026-0056,Hooli Inc,EMEA,Partner,39248.74,Receive Payment,2026-02-20T20:21:22Z,Paid,Billing System
SO-2026-0146,Initech Ltd,EMEA,Direct,24523.86,Cancel Order,2026-02-20T20:27:59Z,Cancelled,Nadia Rahman
SO-2026-0140,Initech Ltd,APAC,Web,11289.68,Cancel Order,2026-02-20T21:01:27Z,Cancelled,Tom Becker
SO-2026-0151,Wonka Brands,EMEA,Partner,19076.60,Run Credit Check,2026-02-20T21:41:49Z,Credit Check,Credit Desk
SO-2026-0152,Soylent Foods,APAC,Partner,30930.47,Approve Order,2026-02-20T23:11:28Z,Approved,Order Desk
SO-2026-0135,Umbrella Group,Americas,Direct,28513.77,Invoice Customer,2026-02-21T00:00:09Z,Invoiced,Billing System
SO-2026-0095,Soylent Foods,Americas,Direct,31832.18,Receive Payment,2026-02-21T00:04:46Z,Paid,Billing System
SO-2026-0129,Hooli Inc,EMEA,Partner,29396.21,Fulfil Order,2026-02-21T00:15:00Z,Fulfilled,Fulfilment Centre
SO-2026-0132,Vandelay Co,APAC,Partner,36160.90,Receive Payment,2026-02-21T00:41:19Z,Paid,Billing System
SO-2026-0142,Hooli Inc,APAC,Partner,20700.80,Fulfil Order,2026-02-21T00:51:10Z,Fulfilled,Fulfilment Centre
SO-2026-0077,Acme Retail,APAC,Web,39493.68,Receive Payment,2026-02-21T01:20:05Z,Paid,Billing System
SO-2026-0149,Wayne Enterprises,APAC,Partner,14976.07,Approve Order,2026-02-21T02:52:47Z,Approved,Order Desk
SO-2026-0150,Vandelay Co,APAC,Partner,8413.00,Approve Order,2026-02-21T03:11:02Z,Approved,Order Desk
SO-2026-0126,Initech Ltd,EMEA,Partner,10932.62,Fulfil Order,2026-02-21T04:21:46Z,Fulfilled,Fulfilment Centre
SO-2026-0098,Stark Traders,EMEA,Web,20720.29,Receive Payment,2026-02-21T05:54:56Z,Paid,Billing System
SO-2026-0143,Acme Retail,Americas,Partner,39273.25,Invoice Customer,2026-02-21T06:26:50Z,Invoiced,Billing System
SO-2026-0151,Wonka Brands,EMEA,Partner,22923.11,Approve Order,2026-02-21T06:49:49Z,Approved,Order Desk
SO-2026-0149,Wayne Enterprises,APAC,Partner,10628.89,Fulfil Order,2026-02-21T08:24:47Z,Fulfilled,Fulfilment Centre
SO-2026-0115,Initech Ltd,EMEA,Web,2671.51,Invoice Customer,2026-02-21T08:37:17Z,Invoiced,Billing System
SO-2026-0120,Wonka Brands,APAC,Web,30972.25,Resolve Dispute,2026-02-21T08:51:58Z,Invoiced,Billing System
SO-2026-0139,Wonka Brands,APAC,Web,16453.35,Fulfil Order,2026-02-21T11:10:47Z,Fulfilled,Fulfilment Centre
SO-2026-0141,Wayne Enterprises,Americas,Partner,47298.06,Fulfil Order,2026-02-21T14:12:14Z,Fulfilled,Fulfilment Centre
SO-2026-0119,Globex Stores,EMEA,Direct,11607.20,Fulfil Order,2026-02-21T14:22:09Z,Fulfilled,Fulfilment Centre
SO-2026-0147,Globex Stores,APAC,Partner,5976.74,Fulfil Order,2026-02-21T14:22:17Z,Fulfilled,Fulfilment Centre
SO-2026-0112,Soylent Foods,APAC,Partner,21316.79,Receive Payment,2026-02-21T14:58:19Z,Paid,Billing System
SO-2026-0129,Hooli Inc,EMEA,Partner,37223.34,Invoice Customer,2026-02-21T15:33:00Z,Invoiced,Billing System
SO-2026-0121,Acme Retail,APAC,Partner,31807.12,Resolve Dispute,2026-02-21T15:54:35Z,Invoiced,Billing System
SO-2026-0149,Wayne Enterprises,APAC,Partner,35200.64,Invoice Customer,2026-02-21T16:55:47Z,Invoiced,Billing System
SO-2026-0142,Hooli Inc,APAC,Partner,41361.53,Invoice Customer,2026-02-21T17:39:10Z,Invoiced,Billing System
SO-2026-0147,Globex Stores,APAC,Partner,16843.77,Invoice Customer,2026-02-21T18:37:17Z,Invoiced,Billing System
SO-2026-0150,Vandelay Co,APAC,Partner,45532.67,Fulfil Order,2026-02-21T20:53:02Z,Fulfilled,Fulfilment Centre
SO-2026-0126,Initech Ltd,EMEA,Partner,23359.64,Invoice Customer,2026-02-21T23:46:46Z,Invoiced,Billing System
SO-2026-0141,Wayne Enterprises,Americas,Partner,19106.88,Invoice Customer,2026-02-22T00:18:14Z,Invoiced,Billing System
SO-2026-0145,Stark Traders,Americas,Partner,35371.61,Fulfil Order,2026-02-22T01:55:43Z,Fulfilled,Fulfilment Centre
SO-2026-0152,Soylent Foods,APAC,Partner,35494.83,Fulfil Order,2026-02-22T03:01:28Z,Fulfilled,Fulfilment Centre
SO-2026-0139,Wonka Brands,APAC,Web,22003.82,Invoice Customer,2026-02-22T04:34:47Z,Invoiced,Billing System
SO-2026-0150,Vandelay Co,APAC,Partner,36409.36,Invoice Customer,2026-02-22T05:31:02Z,Invoiced,Billing System
SO-2026-0100,Stark Traders,APAC,Partner,14041.70,Receive Payment,2026-02-22T07:16:54Z,Paid,Billing System
SO-2026-0148,Acme Retail,Americas,Direct,18096.30,Fulfil Order,2026-02-22T07:44:23Z,Fulfilled,Fulfilment Centre
SO-2026-0137,Globex Stores,EMEA,Partner,21929.32,Fulfil Order,2026-02-22T08:32:52Z,Fulfilled,Fulfilment Centre
SO-2026-0145,Stark Traders,Americas,Partner,21717.22,Invoice Customer,2026-02-22T08:44:43Z,Invoiced,Billing System
SO-2026-0119,Globex Stores,EMEA,Direct,6955.48,Invoice Customer,2026-02-22T15:14:09Z,Invoiced,Billing System
SO-2026-0079,Wonka Brands,APAC,Web,10036.04,Receive Payment,2026-02-22T17:31:35Z,Paid,Billing System
SO-2026-0067,Umbrella Group,EMEA,Direct,28880.28,Receive Payment,2026-02-22T17:50:31Z,Paid,Billing System
SO-2026-0137,Globex Stores,EMEA,Partner,29978.27,Invoice Customer,2026-02-22T18:01:52Z,Invoiced,Billing System
SO-2026-0069,Wonka Brands,EMEA,Web,28358.14,Receive Payment,2026-02-22T19:25:04Z,Paid,Billing System
SO-2026-0113,Umbrella Group,APAC,Direct,29063.31,Receive Payment,2026-02-22T20:12:40Z,Paid,Billing System
SO-2026-0106,Wonka Brands,APAC,Direct,34651.52,Receive Payment,2026-02-22T22:44:26Z,Paid,Billing System
SO-2026-0151,Wonka Brands,EMEA,Partner,23205.57,Fulfil Order,2026-02-23T02:41:49Z,Fulfilled,Fulfilment Centre
SO-2026-0152,Soylent Foods,APAC,Partner,22784.25,Invoice Customer,2026-02-23T03:04:28Z,Invoiced,Billing System
SO-2026-0129,Hooli Inc,EMEA,Partner,34444.75,Receive Payment,2026-02-23T03:48:00Z,Paid,Billing System
SO-2026-0094,Wonka Brands,EMEA,Partner,14399.44,Receive Payment,2026-02-23T05:22:46Z,Paid,Billing System
SO-2026-0148,Acme Retail,Americas,Direct,40459.17,Invoice Customer,2026-02-23T05:54:23Z,Invoiced,Billing System
SO-2026-0153,Acme Retail,Americas,Partner,10258.74,Receive Order,2026-02-23T09:27:34Z,Received,Tom Becker
SO-2026-0080,Acme Retail,Americas,Web,42317.82,Receive Payment,2026-02-23T09:39:49Z,Paid,Billing System
SO-2026-0154,Initech Ltd,EMEA,Web,47672.76,Receive Order,2026-02-23T10:02:57Z,Received,Priya Nair
SO-2026-0155,Wayne Enterprises,EMEA,Partner,11659.11,Receive Order,2026-02-23T10:26:17Z,Received,Nadia Rahman
SO-2026-0156,Hooli Inc,EMEA,Direct,2325.91,Receive Order,2026-02-23T10:49:38Z,Received,Luis Ortega
SO-2026-0157,Vandelay Co,APAC,Partner,27542.58,Receive Order,2026-02-23T11:55:54Z,Received,Nadia Rahman
SO-2026-0158,Hooli Inc,EMEA,Partner,1317.16,Receive Order,2026-02-23T12:10:47Z,Received,Nadia Rahman
SO-2026-0159,Vandelay Co,EMEA,Direct,21974.83,Receive Order,2026-02-23T12:31:55Z,Received,Tom Becker
SO-2026-0153,Acme Retail,Americas,Partner,24599.13,Run Credit Check,2026-02-23T12:41:34Z,Credit Check,Credit Desk
SO-2026-0156,Hooli Inc,EMEA,Direct,29512.33,Run Credit Check,2026-02-23T13:07:38Z,Credit Check,Credit Desk
SO-2026-0160,Acme Retail,APAC,Partner,36111.66,Receive Order,2026-02-23T13:10:41Z,Received,Tom Becker
SO-2026-0161,Umbrella Group,EMEA,Web,33110.84,Receive Order,2026-02-23T13:55:00Z,Received,Luis Ortega
SO-2026-0154,Initech Ltd,EMEA,Web,7341.37,Run Credit Check,2026-02-23T14:35:57Z,Credit Check,Credit Desk
SO-2026-0162,Soylent Foods,APAC,Web,2788.39,Receive Order,2026-02-23T14:50:57Z,Received,Nadia Rahman
SO-2026-0117,Globex Stores,APAC,Partner,24820.21,Receive Payment,2026-02-23T15:02:51Z,Paid,Billing System
SO-2026-0158,Hooli Inc,EMEA,Partner,35524.79,Run Credit Check,2026-02-23T15:33:47Z,Credit Check,Credit Desk
SO-2026-0120,Wonka Brands,APAC,Web,36898.80,Receive Payment,2026-02-23T15:41:58Z,Paid,Billing System
SO-2026-0163,Umbrella Group,EMEA,Direct,3174.46,Receive Order,2026-02-23T15:45:26Z,Received,Luis Ortega
SO-2026-0164,Wayne Enterprises,EMEA,Web,18858.87,Receive Order,2026-02-23T16:02:58Z,Received,Nadia Rahman
