Application,Activity,Timestamp,Stage,Team
APP-2026-0055,Approve Application,2026-04-17T11:51:11Z,Approved,Underwriting
APP-2026-0139,Request Documents,2026-04-17T12:08:08Z,Awaiting Documents,Credit Team
APP-2026-0106,Credit Check,2026-04-17T12:31:46Z,Credit Checked,Credit Team
APP-2026-0058,Underwrite,2026-04-17T12:34:23Z,Underwritten,Underwriting
APP-2026-0143,Request Documents,2026-04-17T12:42:13Z,Awaiting Documents,Credit Team
APP-2026-0146,Credit Check,2026-04-17T12:54:33Z,Credit Checked,Credit Team
APP-2026-0134,Credit Check,2026-04-17T13:04:51Z,Credit Checked,Credit Team
APP-2026-0118,Credit Check,2026-04-17T13:12:54Z,Credit Checked,Credit Team
APP-2026-0156,Receive Application,2026-04-17T13:28:53Z,Received,Intake
APP-2026-0151,Verify Identity,2026-04-17T13:30:22Z,Identity Verified,Intake
APP-2026-0157,Receive Application,2026-04-17T13:31:13Z,Received,Intake
APP-2026-0083,Decline Application,2026-04-17T13:37:25Z,Declined,Underwriting
APP-2026-0149,Verify Identity,2026-04-17T13:59:31Z,Identity Verified,Intake
APP-2026-0150,Verify Identity,2026-04-17T14:03:47Z,Identity Verified,Intake
APP-2026-0091,Underwrite,2026-04-17T14:04:52Z,Underwritten,Underwriting
APP-2026-0144,Request Documents,2026-04-17T14:11:58Z,Awaiting Documents,Credit Team
APP-2026-0034,Credit Check,2026-04-17T14:17:23Z,Credit Checked,Credit Team
APP-2026-0010,Receive Documents,2026-04-17T14:23:03Z,Documents Received,Intake
APP-2026-0148,Credit Check,2026-04-17T14:27:43Z,Credit Checked,Credit Team
APP-2026-0132,Request Documents,2026-04-17T14:30:22Z,Awaiting Documents,Credit Team
APP-2026-0158,Receive Application,2026-04-17T14:31:02Z,Received,Intake
APP-2026-0126,Receive Documents,2026-04-17T14:35:08Z,Documents Received,Intake
APP-2026-0159,Receive Application,2026-04-17T15:16:11Z,Received,Intake
APP-2026-0045,Approve Application,2026-04-17T15:23:41Z,Approved,Underwriting
APP-2026-0015,Underwrite,2026-04-17T15:33:03Z,Underwritten,Underwriting
APP-2026-0081,Credit Check,2026-04-17T16:08:47Z,Credit Checked,Credit Team
APP-2026-0160,Receive Application,2026-04-17T16:15:11Z,Received,Intake
APP-2026-0118,Request Documents,2026-04-17T16:21:54Z,Awaiting Documents,Credit Team
APP-2026-0161,Receive Application,2026-04-17T16:26:51Z,Received,Intake
APP-2026-0149,Credit Check,2026-04-17T16:31:31Z,Credit Checked,Credit Team
APP-2026-0125,Receive Documents,2026-04-17T16:43:02Z,Documents Received,Intake
APP-2026-0148,Request Documents,2026-04-17T16:49:43Z,Awaiting Documents,Credit Team
APP-2026-0153,Verify Identity,2026-04-17T17:08:26Z,Identity Verified,Intake
APP-2026-0156,Verify Identity,2026-04-17T17:11:53Z,Identity Verified,Intake
APP-2026-0106,Request Documents,2026-04-17T17:35:46Z,Awaiting Documents,Credit Team
APP-2026-0162,Receive Application,2026-04-17T17:38:59Z,Received,Intake
APP-2026-0137,Credit Check,2026-04-17T17:42:27Z,Credit Checked,Credit Team
APP-2026-0152,Verify Identity,2026-04-17T17:47:46Z,Identity Verified,Intake
APP-2026-0099,Decline Application,2026-04-17T18:04:44Z,Declined,Underwriting
APP-2026-0112,Credit Check,2026-04-17T18:05:55Z,Credit Checked,Credit Team
APP-2026-0154,Verify Identity,2026-04-17T18:10:43Z,Identity Verified,Intake
APP-2026-0096,Receive Documents,2026-04-17T18:17:35Z,Documents Received,Intake
APP-2026-0162,Verify Identity,2026-04-17T18:38:59Z,Identity Verified,Intake
APP-2026-0158,Verify Identity,2026-04-17T18:40:02Z,Identity Verified,Intake
APP-2026-0081,Request Documents,2026-04-17T18:54:47Z,Awaiting Documents,Credit Team
APP-2026-0095,Approve Application,2026-04-17T19:04:38Z,Approved,Underwriting
APP-2026-0104,Credit Check,2026-04-17T19:15:06Z,Credit Checked,Credit Team
APP-2026-0058,Approve Application,2026-04-17T19:24:23Z,Approved,Underwriting
APP-2026-0146,Request Documents,2026-04-17T19:27:33Z,Awaiting Documents,Credit Team
APP-2026-0142,Credit Check,2026-04-17T19:31:51Z,Credit Checked,Credit Team
APP-2026-0160,Verify Identity,2026-04-17T19:35:11Z,Identity Verified,Intake
APP-2026-0155,Verify Identity,2026-04-17T19:45:00Z,Identity Verified,Intake
APP-2026-0050,Receive Documents,2026-04-17T20:01:52Z,Documents Received,Intake
APP-2026-0140,Underwrite,2026-04-17T20:11:25Z,Underwritten,Underwriting
APP-2026-0137,Request Documents,2026-04-17T20:46:27Z,Awaiting Documents,Credit Team
APP-2026-0157,Verify Identity,2026-04-17T21:09:13Z,Identity Verified,Intake
APP-2026-0057,Disburse Funds,2026-04-17T21:19:46Z,Disbursed,Payments
APP-2026-0126,Credit Check,2026-04-17T21:24:08Z,Credit Checked,Credit Team
APP-2026-0149,Request Documents,2026-04-17T21:36:31Z,Awaiting Documents,Credit Team
APP-2026-0010,Credit Check,2026-04-17T22:19:03Z,Credit Checked,Credit Team
APP-2026-0145,Underwrite,2026-04-17T22:29:08Z,Underwritten,Underwriting
APP-2026-0077,Credit Check,2026-04-17T22:33:17Z,Credit Checked,Credit Team
APP-2026-0161,Verify Identity,2026-04-17T22:39:51Z,Identity Verified,Intake
APP-2026-0150,Credit Check,2026-04-17T22:50:47Z,Credit Checked,Credit Team
APP-2026-0159,Verify Identity,2026-04-17T23:07:11Z,Identity Verified,Intake
APP-2026-0112,Request Documents,2026-04-17T23:10:55Z,Awaiting Documents,Credit Team
APP-2026-0091,Approve Application,2026-04-17T23:35:52Z,Approved,Underwriting
APP-2026-0104,Request Documents,2026-04-17T23:53:06Z,Awaiting Documents,Credit Team
APP-2026-0015,Approve Application,2026-04-17T23:56:03Z,Approved,Underwriting
APP-2026-0030,Underwrite,2026-04-18T00:03:05Z,Underwritten,Underwriting
APP-2026-0080,Underwrite,2026-04-18T00:32:59Z,Underwritten,Underwriting
APP-2026-0058,Disburse Funds,2026-04-18T00:37:23Z,Disbursed,Payments
APP-2026-0113,Receive Documents,2026-04-18T00:39:04Z,Documents Received,Intake
APP-2026-0125,Credit Check,2026-04-18T00:40:02Z,Credit Checked,Credit Team
APP-2026-0150,Request Documents,2026-04-18T00:45:47Z,Awaiting Documents,Credit Team
APP-2026-0161,Credit Check,2026-04-18T00:50:51Z,Credit Checked,Credit Team
APP-2026-0140,Approve Application,2026-04-18T01:19:25Z,Approved,Underwriting
APP-2026-0151,Credit Check,2026-04-18T01:30:22Z,Credit Checked,Credit Team
APP-2026-0125,Request Documents,2026-04-18T01:44:02Z,Awaiting Documents,Credit Team
APP-2026-0051,Disburse Funds,2026-04-18T01:57:02Z,Disbursed,Payments
APP-2026-0156,Credit Check,2026-04-18T02:05:53Z,Credit Checked,Credit Team
APP-2026-0076,Receive Documents,2026-04-18T03:13:08Z,Documents Received,Intake
APP-2026-0116,Credit Check,2026-04-18T03:16:01Z,Credit Checked,Credit Team
APP-2026-0061,Receive Documents,2026-04-18T03:52:00Z,Documents Received,Intake
APP-2026-0030,Approve Application,2026-04-18T03:55:05Z,Approved,Underwriting
APP-2026-0145,Approve Application,2026-04-18T03:57:08Z,Approved,Underwriting
APP-2026-0162,Credit Check,2026-04-18T04:12:59Z,Credit Checked,Credit Team
APP-2026-0080,Approve Application,2026-04-18T04:22:59Z,Approved,Underwriting
APP-2026-0161,Request Documents,2026-04-18T04:37:51Z,Awaiting Documents,Credit Team
APP-2026-0105,Credit Check,2026-04-18T04:47:47Z,Credit Checked,Credit Team
APP-2026-0015,Disburse Funds,2026-04-18T05:49:03Z,Disbursed,Payments
APP-2026-0151,Request Documents,2026-04-18T07:01:22Z,Awaiting Documents,Credit Team
APP-2026-0154,Credit Check,2026-04-18T07:11:43Z,Credit Checked,Credit Team
APP-2026-0157,Credit Check,2026-04-18T07:38:13Z,Credit Checked,Credit Team
APP-2026-0109,Receive Documents,2026-04-18T07:47:28Z,Documents Received,Intake
APP-2026-0130,Underwrite,2026-04-18T08:14:52Z,Underwritten,Underwriting
APP-2026-0158,Credit Check,2026-04-18T08:37:02Z,Credit Checked,Credit Team
APP-2026-0162,Request Documents,2026-04-18T09:40:59Z,Awaiting Documents,Credit Team
APP-2026-0154,Request Documents,2026-04-18T09:55:43Z,Awaiting Documents,Credit Team
APP-2026-0159,Credit Check,2026-04-18T10:18:11Z,Credit Checked,Credit Team
APP-2026-0134,Underwrite,2026-04-18T10:46:51Z,Underwritten,Underwriting
APP-2026-0152,Credit Check,2026-04-18T10:53:46Z,Credit Checked,Credit Team
APP-2026-0010,Underwrite,2026-04-18T11:06:03Z,Underwritten,Underwriting
APP-2026-0055,Disburse Funds,2026-04-18T11:47:11Z,Disbursed,Payments
APP-2026-0048,Disburse Funds,2026-04-18T11:50:36Z,Disbursed,Payments
APP-2026-0157,Request Documents,2026-04-18T12:24:13Z,Awaiting Documents,Credit Team
APP-2026-0010,Approve Application,2026-04-18T12:26:03Z,Approved,Underwriting
APP-2026-0120,Disburse Funds,2026-04-18T13:10:33Z,Disbursed,Payments
APP-2026-0130,Approve Application,2026-04-18T13:12:52Z,Approved,Underwriting
APP-2026-0160,Credit Check,2026-04-18T13:29:11Z,Credit Checked,Credit Team
APP-2026-0136,Receive Documents,2026-04-18T13:58:46Z,Documents Received,Intake
APP-2026-0153,Credit Check,2026-04-18T14:23:26Z,Credit Checked,Credit Team
APP-2026-0095,Disburse Funds,2026-04-18T14:26:38Z,Disbursed,Payments
APP-2026-0098,Receive Documents,2026-04-18T14:28:50Z,Documents Received,Intake
APP-2026-0155,Credit Check,2026-04-18T14:45:00Z,Credit Checked,Credit Team
APP-2026-0152,Request Documents,2026-04-18T15:05:46Z,Awaiting Documents,Credit Team
APP-2026-0096,Credit Check,2026-04-18T15:08:35Z,Credit Checked,Credit Team
APP-2026-0158,Request Documents,2026-04-18T15:22:02Z,Awaiting Documents,Credit Team
APP-2026-0056,Receive Documents,2026-04-18T15:22:36Z,Documents Received,Intake
APP-2026-0141,Receive Documents,2026-04-18T16:06:22Z,Documents Received,Intake
APP-2026-0076,Credit Check,2026-04-18T16:23:08Z,Credit Checked,Credit Team
APP-2026-0159,Request Documents,2026-04-18T16:41:11Z,Awaiting Documents,Credit Team
APP-2026-0098,Credit Check,2026-04-18T17:01:50Z,Credit Checked,Credit Team
APP-2026-0053,Underwrite,2026-04-18T17:15:11Z,Underwritten,Underwriting
APP-2026-0138,Receive Documents,2026-04-18T17:24:23Z,Documents Received,Intake
APP-2026-0123,Receive Documents,2026-04-18T17:26:01Z,Documents Received,Intake
APP-2026-0050,Credit Check,2026-04-18T17:36:52Z,Credit Checked,Credit Team
APP-2026-0160,Request Documents,2026-04-18T18:19:11Z,Awaiting Documents,Credit Team
APP-2026-0156,Underwrite,2026-04-18T18:26:53Z,Underwritten,Underwriting
APP-2026-0053,Approve Application,2026-04-18T19:01:11Z,Approved,Underwriting
APP-2026-0061,Credit Check,2026-04-18T19:46:00Z,Credit Checked,Credit Team
APP-2026-0141,Credit Check,2026-04-18T19:58:22Z,Credit Checked,Credit Team
APP-2026-0096,Request Documents,2026-04-18T20:34:35Z,Awaiting Documents,Credit Team
APP-2026-0092,Underwrite,2026-04-18T21:11:28Z,Underwritten,Underwriting
APP-2026-0113,Credit Check,2026-04-18T21:20:04Z,Credit Checked,Credit Team
APP-2026-0134,Approve Application,2026-04-18T21:46:51Z,Approved,Underwriting
APP-2026-0155,Underwrite,2026-04-18T21:48:00Z,Underwritten,Underwriting
APP-2026-0090,Withdraw Application,2026-04-18T22:37:41Z,Withdrawn,Intake
APP-2026-0122,Receive Documents,2026-04-18T22:38:07Z,Documents Received,Intake
APP-2026-0080,Disburse Funds,2026-04-18T22:42:59Z,Disbursed,Payments
APP-2026-0113,Request Documents,2026-04-18T23:12:04Z,Awaiting Documents,Credit Team
APP-2026-0076,Underwrite,2026-04-18T23:22:08Z,Underwritten,Underwriting
APP-2026-0010,Disburse Funds,2026-04-18T23:30:03Z,Disbursed,Payments
APP-2026-0105,Underwrite,2026-04-18T23:43:47Z,Underwritten,Underwriting
APP-2026-0077,Underwrite,2026-04-19T00:10:17Z,Underwritten,Underwriting
APP-2026-0109,Credit Check,2026-04-19T00:12:28Z,Credit Checked,Credit Team
APP-2026-0128,Disburse Funds,2026-04-19T01:20:06Z,Disbursed,Payments
APP-2026-0145,Disburse Funds,2026-04-19T01:26:08Z,Disbursed,Payments
APP-2026-0141,Request Documents,2026-04-19T01:47:22Z,Awaiting Documents,Credit Team
APP-2026-0098,Underwrite,2026-04-19T01:52:50Z,Underwritten,Underwriting
APP-2026-0073,Receive Documents,2026-04-19T01:59:37Z,Documents Received,Intake
APP-2026-0079,Underwrite,2026-04-19T02:32:15Z,Underwritten,Underwriting
APP-2026-0156,Approve Application,2026-04-19T03:57:53Z,Approved,Underwriting
APP-2026-0155,Approve Application,2026-04-19T04:03:00Z,Approved,Underwriting
APP-2026-0117,Receive Documents,2026-04-19T05:08:52Z,Documents Received,Intake
APP-2026-0084,Receive Documents,2026-04-19T05:17:37Z,Documents Received,Intake
APP-2026-0104,Receive Documents,2026-04-19T05:41:06Z,Documents Received,Intake
APP-2026-0137,Receive Documents,2026-04-19T05:49:27Z,Documents Received,Intake
APP-2026-0098,Approve Application,2026-04-19T06:53:50Z,Approved,Underwriting
APP-2026-0123,Credit Check,2026-04-19T07:32:01Z,Credit Checked,Credit Team
APP-2026-0122,Credit Check,2026-04-19T07:48:07Z,Credit Checked,Credit Team
APP-2026-0077,Approve Application,2026-04-19T07:51:17Z,Approved,Underwriting
APP-2026-0073,Credit Check,2026-04-19T07:54:37Z,Credit Checked,Credit Team
APP-2026-0126,Underwrite,2026-04-19T08:24:08Z,Underwritten,Underwriting
APP-2026-0130,Disburse Funds,2026-04-19T08:38:52Z,Disbursed,Payments
APP-2026-0053,Disburse Funds,2026-04-19T09:17:11Z,Disbursed,Payments
APP-2026-0138,Credit Check,2026-04-19T09:24:23Z,Credit Checked,Credit Team
APP-2026-0092,Approve Application,2026-04-19T09:25:28Z,Approved,Underwriting
APP-2026-0034,Underwrite,2026-04-19T09:28:23Z,Underwritten,Underwriting
APP-2026-0076,Approve Application,2026-04-19T10:27:08Z,Approved,Underwriting
APP-2026-0056,Credit Check,2026-04-19T10:57:36Z,Credit Checked,Credit Team
APP-2026-0136,Credit Check,2026-04-19T11:26:46Z,Credit Checked,Credit Team
APP-2026-0034,Approve Application,2026-04-19T11:46:23Z,Approved,Underwriting
APP-2026-0143,Receive Documents,2026-04-19T11:49:13Z,Documents Received,Intake
APP-2026-0103,Receive Documents,2026-04-19T12:43:24Z,Documents Received,Intake
APP-2026-0079,Approve Application,2026-04-19T13:20:15Z,Approved,Underwriting
APP-2026-0105,Decline Application,2026-04-19T13:38:47Z,Declined,Underwriting
APP-2026-0064,Receive Documents,2026-04-19T13:39:17Z,Documents Received,Intake
APP-2026-0117,Credit Check,2026-04-19T14:38:52Z,Credit Checked,Credit Team
APP-2026-0138,Request Documents,2026-04-19T14:58:23Z,Awaiting Documents,Credit Team
APP-2026-0137,Credit Check,2026-04-19T15:41:27Z,Credit Checked,Credit Team
APP-2026-0126,Approve Application,2026-04-19T16:13:08Z,Approved,Underwriting
APP-2026-0136,Request Documents,2026-04-19T16:15:46Z,Awaiting Documents,Credit Team
APP-2026-0148,Receive Documents,2026-04-19T16:35:43Z,Documents Received,Intake
APP-2026-0134,Disburse Funds,2026-04-19T16:36:51Z,Disbursed,Payments
APP-2026-0110,Receive Documents,2026-04-19T16:48:39Z,Documents Received,Intake
APP-2026-0123,Underwrite,2026-04-19T17:00:01Z,Underwritten,Underwriting
APP-2026-0135,Receive Documents,2026-04-19T17:00:25Z,Documents Received,Intake
APP-2026-0143,Credit Check,2026-04-19T18:45:13Z,Credit Checked,Credit Team
APP-2026-0030,Disburse Funds,2026-04-19T19:40:05Z,Disbursed,Payments
APP-2026-0116,Underwrite,2026-04-19T19:56:01Z,Underwritten,Underwriting
APP-2026-0142,Underwrite,2026-04-19T20:05:51Z,Underwritten,Underwriting
APP-2026-0093,Receive Documents,2026-04-19T20:25:03Z,Documents Received,Intake
APP-2026-0123,Approve Application,2026-04-19T20:28:01Z,Approved,Underwriting
APP-2026-0045,Disburse Funds,2026-04-19T22:06:41Z,Disbursed,Payments
APP-2026-0148,Credit Check,2026-04-19T22:15:43Z,Credit Checked,Credit Team
APP-2026-0149,Receive Documents,2026-04-19T22:54:31Z,Documents Received,Intake
APP-2026-0084,Credit Check,2026-04-20T00:12:37Z,Credit Checked,Credit Team
APP-2026-0022,Disburse Funds,2026-04-20T00:23:44Z,Disbursed,Payments
APP-2026-0139,Receive Documents,2026-04-20T00:35:08Z,Documents Received,Intake
APP-2026-0116,Approve Application,2026-04-20T00:55:01Z,Approved,Underwriting
APP-2026-0067,Disburse Funds,2026-04-20T02:02:25Z,Disbursed,Payments
APP-2026-0108,Receive Documents,2026-04-20T02:08:45Z,Documents Received,Intake
APP-2026-0104,Credit Check,2026-04-20T02:31:06Z,Credit Checked,Credit Team
APP-2026-0046,Disburse Funds,2026-04-20T03:06:48Z,Disbursed,Payments
APP-2026-0146,Receive Documents,2026-04-20T03:40:33Z,Documents Received,Intake
APP-2026-0085,Receive Documents,2026-04-20T03:52:06Z,Documents Received,Intake
APP-2026-0131,Receive Documents,2026-04-20T04:23:43Z,Documents Received,Intake
APP-2026-0149,Credit Check,2026-04-20T04:47:31Z,Credit Checked,Credit Team
APP-2026-0124,Receive Documents,2026-04-20T05:23:48Z,Documents Received,Intake
APP-2026-0064,Credit Check,2026-04-20T05:43:17Z,Credit Checked,Credit Team
APP-2026-0142,Approve Application,2026-04-20T06:59:51Z,Approved,Underwriting
APP-2026-0152,Receive Documents,2026-04-20T07:40:46Z,Documents Received,Intake
APP-2026-0117,Underwrite,2026-04-20T07:43:52Z,Underwritten,Underwriting
APP-2026-0163,Receive Application,2026-04-20T08:05:36Z,Received,Intake
APP-2026-0139,Credit Check,2026-04-20T08:14:08Z,Credit Checked,Credit Team
APP-2026-0146,Credit Check,2026-04-20T08:18:33Z,Credit Checked,Credit Team
APP-2026-0153,Underwrite,2026-04-20T08:22:26Z,Underwritten,Underwriting
APP-2026-0125,Withdraw Application,2026-04-20T08:48:02Z,Withdrawn,Intake
APP-2026-0050,Underwrite,2026-04-20T09:04:52Z,Underwritten,Underwriting
APP-2026-0137,Underwrite,2026-04-20T09:45:27Z,Underwritten,Underwriting
APP-2026-0091,Disburse Funds,2026-04-20T10:16:52Z,Disbursed,Payments
APP-2026-0108,Credit Check,2026-04-20T10:27:45Z,Credit Checked,Credit Team
APP-2026-0110,Credit Check,2026-04-20T10:31:39Z,Credit Checked,Credit Team
APP-2026-0153,Decline Application,2026-04-20T10:42:26Z,Declined,Underwriting
APP-2026-0103,Credit Check,2026-04-20T11:21:24Z,Credit Checked,Credit Team
APP-2026-0139,Request Documents,2026-04-20T11:38:08Z,Awaiting Documents,Credit Team
APP-2026-0124,Credit Check,2026-04-20T11:49:48Z,Credit Checked,Credit Team
APP-2026-0115,Receive Documents,2026-04-20T12:07:14Z,Documents Received,Intake
APP-2026-0119,Receive Documents,2026-04-20T12:14:46Z,Documents Received,Intake
APP-2026-0135,Credit Check,2026-04-20T13:10:25Z,Credit Checked,Credit Team
APP-2026-0155,Disburse Funds,2026-04-20T13:18:00Z,Disbursed,Payments
APP-2026-0163,Verify Identity,2026-04-20T14:04:36Z,Identity Verified,Intake
APP-2026-0117,Decline Application,2026-04-20T14:17:52Z,Declined,Underwriting
APP-2026-0103,Request Documents,2026-04-20T14:18:24Z,Awaiting Documents,Credit Team
APP-2026-0093,Credit Check,2026-04-20T14:51:03Z,Credit Checked,Credit Team
APP-2026-0079,Disburse Funds,2026-04-20T15:10:15Z,Disbursed,Payments
APP-2026-0164,Receive Application,2026-04-20T15:14:41Z,Received,Intake
APP-2026-0109,Underwrite,2026-04-20T15:21:28Z,Underwritten,Underwriting
APP-2026-0108,Request Documents,2026-04-20T15:22:45Z,Awaiting Documents,Credit Team
APP-2026-0085,Credit Check,2026-04-20T15:26:06Z,Credit Checked,Credit Team
APP-2026-0165,Receive Application,2026-04-20T15:29:24Z,Received,Intake
APP-2026-0166,Receive Application,2026-04-20T15:34:53Z,Received,Intake
APP-2026-0167,Receive Application,2026-04-20T15:41:31Z,Received,Intake
APP-2026-0168,Receive Application,2026-04-20T16:15:58Z,Received,Intake
APP-2026-0061,Underwrite,2026-04-20T16:34:00Z,Underwritten,Underwriting
APP-2026-0165,Verify Identity,2026-04-20T16:35:24Z,Identity Verified,Intake
APP-2026-0112,Receive Documents,2026-04-20T16:57:55Z,Documents Received,Intake
APP-2026-0169,Receive Application,2026-04-20T17:10:48Z,Received,Intake
APP-2026-0168,Verify Identity,2026-04-20T17:25:58Z,Identity Verified,Intake
APP-2026-0124,Request Documents,2026-04-20T17:27:48Z,Awaiting Documents,Credit Team
APP-2026-0140,Disburse Funds,2026-04-20T17:51:25Z,Disbursed,Payments
APP-2026-0149,Underwrite,2026-04-20T18:17:31Z,Underwritten,Underwriting
APP-2026-0069,Receive Documents,2026-04-20T18:27:17Z,Documents Received,Intake
APP-2026-0084,Underwrite,2026-04-20T18:29:37Z,Underwritten,Underwriting
APP-2026-0164,Verify Identity,2026-04-20T19:23:41Z,Identity Verified,Intake
APP-2026-0050,Approve Application,2026-04-20T19:29:52Z,Approved,Underwriting
APP-2026-0143,Underwrite,2026-04-20T19:37:13Z,Underwritten,Underwriting
APP-2026-0073,Underwrite,2026-04-20T20:03:37Z,Underwritten,Underwriting
APP-2026-0137,Approve Application,2026-04-20T20:23:27Z,Approved,Underwriting
APP-2026-0041,Receive Documents,2026-04-20T20:29:48Z,Documents Received,Intake
APP-2026-0074,Receive Documents,2026-04-20T20:32:13Z,Documents Received,Intake
APP-2026-0152,Credit Check,2026-04-20T20:35:46Z,Credit Checked,Credit Team
APP-2026-0085,Underwrite,2026-04-20T20:40:06Z,Underwritten,Underwriting
APP-2026-0169,Verify Identity,2026-04-20T20:51:48Z,Identity Verified,Intake
APP-2026-0138,Receive Documents,2026-04-20T20:54:23Z,Documents Received,Intake
APP-2026-0131,Credit Check,2026-04-20T21:03:43Z,Credit Checked,Credit Team
APP-2026-0143,Approve Application,2026-04-20T21:07:13Z,Approved,Underwriting
APP-2026-0167,Verify Identity,2026-04-20T21:15:31Z,Identity Verified,Intake
APP-2026-0084,Approve Application,2026-04-20T22:20:37Z,Approved,Underwriting
APP-2026-0110,Underwrite,2026-04-20T22:29:39Z,Underwritten,Underwriting
APP-2026-0034,Disburse Funds,2026-04-20T22:33:23Z,Disbursed,Payments
APP-2026-0127,Receive Documents,2026-04-20T22:39:17Z,Documents Received,Intake
APP-2026-0126,Disburse Funds,2026-04-20T22:51:08Z,Disbursed,Payments
APP-2026-0138,Credit Check,2026-04-20T23:52:23Z,Credit Checked,Credit Team
APP-2026-0166,Verify Identity,2026-04-21T00:19:53Z,Identity Verified,Intake
APP-2026-0109,Decline Application,2026-04-21T00:34:28Z,Declined,Underwriting
APP-2026-0149,Approve Application,2026-04-21T00:43:31Z,Approved,Underwriting
APP-2026-0073,Approve Application,2026-04-21T01:19:37Z,Approved,Underwriting
APP-2026-0146,Underwrite,2026-04-21T01:22:33Z,Underwritten,Underwriting
APP-2026-0152,Request Documents,2026-04-21T01:27:46Z,Awaiting Documents,Credit Team
APP-2026-0085,Approve Application,2026-04-21T02:17:06Z,Approved,Underwriting
APP-2026-0115,Credit Check,2026-04-21T02:17:14Z,Credit Checked,Credit Team
APP-2026-0104,Underwrite,2026-04-21T02:40:06Z,Underwritten,Underwriting
APP-2026-0123,Disburse Funds,2026-04-21T02:52:01Z,Disbursed,Payments
APP-2026-0122,Underwrite,2026-04-21T02:52:07Z,Underwritten,Underwriting
APP-2026-0092,Disburse Funds,2026-04-21T03:02:28Z,Disbursed,Payments
APP-2026-0064,Underwrite,2026-04-21T03:21:17Z,Underwritten,Underwriting
APP-2026-0165,Credit Check,2026-04-21T04:10:24Z,Credit Checked,Credit Team
APP-2026-0110,Approve Application,2026-04-21T04:30:39Z,Approved,Underwriting
APP-2026-0111,Receive Documents,2026-04-21T04:32:36Z,Documents Received,Intake
APP-2026-0119,Credit Check,2026-04-21T04:44:46Z,Credit Checked,Credit Team
APP-2026-0166,Credit Check,2026-04-21T05:13:53Z,Credit Checked,Credit Team
APP-2026-0061,Approve Application,2026-04-21T05:18:00Z,Approved,Underwriting
APP-2026-0132,Receive Documents,2026-04-21T05:49:22Z,Documents Received,Intake
APP-2026-0069,Credit Check,2026-04-21T06:10:17Z,Credit Checked,Credit Team
APP-2026-0074,Credit Check,2026-04-21T06:12:13Z,Credit Checked,Credit Team
APP-2026-0135,Underwrite,2026-04-21T06:41:25Z,Underwritten,Underwriting
APP-2026-0064,Approve Application,2026-04-21T06:47:17Z,Approved,Underwriting
APP-2026-0056,Underwrite,2026-04-21T06:57:36Z,Underwritten,Underwriting
APP-2026-0160,Receive Documents,2026-04-21T07:04:11Z,Documents Received,Intake
APP-2026-0075,Receive Documents,2026-04-21T07:14:10Z,Documents Received,Intake
APP-2026-0115,Request Documents,2026-04-21T07:29:14Z,Awaiting Documents,Credit Team
APP-2026-0170,Receive Application,2026-04-21T08:17:42Z,Received,Intake
APP-2026-0135,Approve Application,2026-04-21T08:38:25Z,Approved,Underwriting
APP-2026-0165,Request Documents,2026-04-21T08:50:24Z,Awaiting Documents,Credit Team
APP-2026-0168,Credit Check,2026-04-21T08:51:58Z,Credit Checked,Credit Team
APP-2026-0171,Receive Application,2026-04-21T08:59:40Z,Received,Intake
APP-2026-0172,Receive Application,2026-04-21T09:00:51Z,Received,Intake
APP-2026-0042,Receive Documents,2026-04-21T09:57:13Z,Documents Received,Intake
APP-2026-0146,Approve Application,2026-04-21T10:00:33Z,Approved,Underwriting
APP-2026-0041,Credit Check,2026-04-21T10:54:48Z,Credit Checked,Credit Team
APP-2026-0163,Credit Check,2026-04-21T11:05:36Z,Credit Checked,Credit Team
APP-2026-0171,Verify Identity,2026-04-21T11:05:40Z,Identity Verified,Intake
APP-2026-0104,Approve Application,2026-04-21T11:22:06Z,Approved,Underwriting
APP-2026-0112,Credit Check,2026-04-21T11:42:55Z,Credit Checked,Credit Team
APP-2026-0173,Receive Application,2026-04-21T11:47:56Z,Received,Intake
APP-2026-0136,Receive Documents,2026-04-21T11:57:46Z,Documents Received,Intake
APP-2026-0106,Receive Documents,2026-04-21T12:19:46Z,Documents Received,Intake
APP-2026-0174,Receive Application,2026-04-21T12:22:28Z,Received,Intake
APP-2026-0148,Underwrite,2026-04-21T12:46:43Z,Underwritten,Underwriting
APP-2026-0163,Request Documents,2026-04-21T13:12:36Z,Awaiting Documents,Credit Team
APP-2026-0132,Credit Check,2026-04-21T13:13:22Z,Credit Checked,Credit Team
APP-2026-0170,Verify Identity,2026-04-21T14:02:42Z,Identity Verified,Intake
APP-2026-0174,Verify Identity,2026-04-21T14:13:28Z,Identity Verified,Intake
APP-2026-0175,Receive Application,2026-04-21T14:16:45Z,Received,Intake
APP-2026-0176,Receive Application,2026-04-21T14:34:59Z,Received,Intake
APP-2026-0166,Underwrite,2026-04-21T14:36:53Z,Underwritten,Underwriting
APP-2026-0076,Disburse Funds,2026-04-21T14:45:08Z,Disbursed,Payments
APP-2026-0122,Approve Application,2026-04-21T14:53:07Z,Approved,Underwriting
APP-2026-0168,Request Documents,2026-04-21T14:53:58Z,Awaiting Documents,Credit Team
APP-2026-0093,Underwrite,2026-04-21T15:01:03Z,Underwritten,Underwriting
APP-2026-0148,Approve Application,2026-04-21T15:01:43Z,Approved,Underwriting
APP-2026-0177,Receive Application,2026-04-21T15:07:46Z,Received,Intake
